"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"09-06-2023","The Chicago Public Education Fund","2,270","0","0","60","49","0","17","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","1","1"
"09-07-2023","The Chicago Public Education Fund","2,270","0","1","230","227","0","185","36","7","0","0","0","29","0","15.65%","3","1","2","3","1","2","0","0","0","0","3"
"09-08-2023","The Chicago Public Education Fund","2,270","0","0","89","88","0","88","14","1","0","0","0","13","0","15.73%","1","1","0","1","1","0","0","0","0","0","1"
"09-09-2023","The Chicago Public Education Fund","2,270","0","0","73","72","0","68","11","3","0","0","0","8","0","15.07%","1","0","1","1","0","1","0","0","0","0","1"
"09-10-2023","The Chicago Public Education Fund","2,270","0","0","48","47","0","46","6","0","0","0","0","6","0","12.5%","2","1","1","2","1","1","0","0","0","0","2"
"09-11-2023","The Chicago Public Education Fund","2,270","0","0","12","12","0","11","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"09-12-2023","The Chicago Public Education Fund","2,270","0","0","10","10","0","10","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"09-13-2023","The Chicago Public Education Fund","2,270","0","1","52","44","0","38","3","2","0","1","0","0","0","5.77%","2","0","2","2","0","2","0","0","0","0","2"
"09-14-2023","The Chicago Public Education Fund","2,270","0","1","305","301","0","294","65","7","0","0","0","58","0","21.31%","1","1","0","1","1","0","0","0","0","0","1"
"09-15-2023","The Chicago Public Education Fund","2,270","0","0","120","119","0","112","26","2","0","0","1","23","0","21.67%","1","0","1","1","0","1","0","0","0","0","1"
"09-16-2023","The Chicago Public Education Fund","2,270","0","0","68","67","0","49","8","0","0","0","1","7","0","11.76%","1","1","0","1","1","0","0","0","0","0","1"
"09-17-2023","The Chicago Public Education Fund","2,270","0","0","25","25","0","24","5","1","0","0","0","4","0","20%","1","0","1","1","0","1","0","0","0","0","1"
"09-18-2023","The Chicago Public Education Fund","2,270","0","0","23","21","0","22","1","0","0","0","0","1","0","4.35%","0","0","0","0","0","0","0","0","0","0","0"
"09-19-2023","The Chicago Public Education Fund","2,270","0","1","390","375","0","256","71","7","0","0","0","64","0","18.21%","1","0","1","1","0","1","0","0","0","0","1"
"09-20-2023","The Chicago Public Education Fund","2,270","0","0","136","133","0","66","10","0","0","0","0","10","0","7.35%","0","0","0","0","0","0","0","0","0","0","0"
"09-21-2023","The Chicago Public Education Fund","2,270","0","0","140","125","0","39","7","2","0","0","0","5","0","5%","2","0","2","2","0","2","0","0","0","0","2"
"09-22-2023","The Chicago Public Education Fund","2,272","2","0","40","37","0","33","3","2","0","0","0","1","0","7.5%","3","2","1","3","2","1","0","0","0","0","3"
"09-23-2023","The Chicago Public Education Fund","2,272","0","0","27","27","0","26","2","0","0","0","0","2","0","7.41%","3","3","0","3","3","0","0","0","0","0","3"
"09-24-2023","The Chicago Public Education Fund","2,272","0","0","169","164","0","21","0","0","0","0","0","0","0","0%","3","1","2","3","1","2","0","0","0","0","3"
"09-25-2023","The Chicago Public Education Fund","2,272","0","0","14","12","0","13","1","1","0","0","0","0","0","7.14%","1","1","0","1","1","0","0","0","0","1","0"
"09-26-2023","The Chicago Public Education Fund","2,272","0","0","24","23","0","17","1","0","0","0","1","0","0","4.17%","2","1","1","2","1","1","0","0","0","0","2"
"09-27-2023","The Chicago Public Education Fund","2,272","0","0","12","9","0","9","1","1","0","0","0","0","0","8.33%","1","1","0","1","1","0","0","0","0","1","0"
"09-28-2023","The Chicago Public Education Fund","2,272","0","0","21","21","0","16","5","1","0","0","0","4","0","23.81%","3","2","1","3","2","1","0","0","0","1","2"
"09-29-2023","The Chicago Public Education Fund","2,272","0","1","199","198","0","195","40","8","5","0","2","25","0","20.1%","0","0","0","0","0","0","0","0","0","0","0"
"09-30-2023","The Chicago Public Education Fund","2,272","0","0","619","614","0","593","432","128","61","4","16","223","0","69.79%","2","1","1","2","1","1","0","0","0","0","2"
"10-01-2023","The Chicago Public Education Fund","2,272","0","0","212","202","0","167","94","29","18","1","3","43","0","44.34%","0","0","0","0","0","0","0","0","0","0","0"
"10-02-2023","The Chicago Public Education Fund","2,272","0","0","102","99","0","91","20","3","3","0","2","12","0","19.61%","2","1","1","2","1","1","0","0","0","0","2"
"10-03-2023","The Chicago Public Education Fund","2,272","0","0","83","70","0","52","5","1","0","0","0","4","0","6.02%","4","4","0","4","4","0","0","0","0","1","3"
"10-04-2023","The Chicago Public Education Fund","2,272","0","2","790","780","0","635","281","94","52","1","15","119","0","35.57%","4","0","4","4","0","4","0","0","0","0","4"
"10-05-2023","The Chicago Public Education Fund","2,272","0","3","657","654","0","511","186","77","35","1","16","57","0","28.31%","2","1","1","2","1","1","0","0","0","1","1"
"10-06-2023","The Chicago Public Education Fund","2,274","2","0","380","374","0","316","63","27","5","0","4","27","0","16.58%","8","3","5","8","3","5","0","0","0","0","8"
"10-07-2023","The Chicago Public Education Fund","2,274","0","0","137","134","0","114","6","2","1","0","0","3","0","4.38%","1","1","0","1","1","0","0","0","0","0","1"
"10-08-2023","The Chicago Public Education Fund","2,274","0","0","57","57","0","55","3","1","0","0","1","1","0","5.26%","0","0","0","0","0","0","0","0","0","0","0"
"10-09-2023","The Chicago Public Education Fund","2,274","0","0","44","42","0","37","1","0","0","0","0","1","0","2.27%","2","0","2","2","0","2","0","0","0","0","2"
"10-10-2023","The Chicago Public Education Fund","2,274","0","1","145","143","0","136","14","4","1","0","5","4","0","9.66%","19","2","17","19","2","17","0","0","0","0","19"
"10-11-2023","The Chicago Public Education Fund","2,274","0","1","462","454","0","263","30","11","4","1","1","13","0","6.49%","9","1","8","9","1","8","0","0","0","0","9"
"10-12-2023","The Chicago Public Education Fund","2,274","0","0","128","126","0","112","10","2","0","0","3","5","0","7.81%","2","1","1","2","1","1","0","0","0","0","2"
"10-13-2023","The Chicago Public Education Fund","2,275","1","3","538","527","0","353","104","16","0","0","2","86","0","19.33%","2","0","2","2","0","2","0","0","0","0","2"
"10-14-2023","The Chicago Public Education Fund","2,275","0","0","126","123","0","98","13","2","0","0","0","11","0","10.32%","0","0","0","0","0","0","0","0","0","0","0"
"10-15-2023","The Chicago Public Education Fund","2,275","0","0","128","127","0","51","6","0","0","0","0","6","0","4.69%","1","1","0","1","1","0","0","0","0","0","1"
"10-16-2023","The Chicago Public Education Fund","2,275","0","1","250","248","0","203","20","6","1","0","2","11","0","8%","2","0","2","2","0","2","0","0","0","0","2"
"10-17-2023","The Chicago Public Education Fund","2,275","0","3","362","349","0","198","24","8","2","0","0","14","0","6.63%","0","0","0","0","0","0","0","0","0","0","0"
"10-18-2023","The Chicago Public Education Fund","2,275","0","1","1,230","1,217","0","1,147","94","38","1","2","6","47","0","7.64%","3","1","2","3","1","2","0","0","0","0","3"
"10-19-2023","The Chicago Public Education Fund","2,278","3","1","510","494","0","384","21","9","0","0","2","10","0","4.12%","6","3","3","6","3","3","0","0","0","0","6"
"10-20-2023","The Chicago Public Education Fund","2,282","4","1","3,509","3,471","0","2,190","221","7","0","1","4","209","0","6.3%","0","0","0","0","0","0","0","0","0","0","0"
"10-21-2023","The Chicago Public Education Fund","2,283","1","0","2,326","2,319","0","1,588","110","4","0","0","1","105","0","4.73%","4","1","3","4","1","3","0","0","0","0","4"
"10-22-2023","The Chicago Public Education Fund","2,284","1","0","1,173","1,168","0","778","34","1","0","0","1","32","0","2.9%","3","1","2","3","1","2","0","0","0","1","2"
"10-23-2023","The Chicago Public Education Fund","2,284","0","1","1,032","1,025","0","671","84","10","1","2","9","62","0","8.14%","1","0","1","1","0","1","0","0","0","0","1"
"10-24-2023","The Chicago Public Education Fund","2,286","2","1","762","741","0","560","174","49","16","0","15","94","0","22.83%","1","0","1","1","0","1","0","0","0","0","1"
"10-25-2023","The Chicago Public Education Fund","2,287","1","2","643","635","0","340","81","19","2","0","1","59","0","12.6%","2","0","2","2","0","2","0","0","0","0","2"
"10-26-2023","The Chicago Public Education Fund","2,287","0","2","1,974","1,963","0","985","205","20","0","1","2","182","0","10.39%","0","0","0","0","0","0","0","0","0","0","0"
"10-27-2023","The Chicago Public Education Fund","2,287","0","2","893","888","0","483","117","14","1","0","4","98","0","13.1%","1","0","1","1","0","1","0","0","0","0","1"
"10-28-2023","The Chicago Public Education Fund","2,287","0","0","389","378","0","223","52","6","0","0","3","43","0","13.37%","5","3","2","5","3","2","0","0","0","0","5"
"10-29-2023","The Chicago Public Education Fund","2,287","0","0","214","211","0","163","14","5","0","0","1","8","0","6.54%","5","2","3","5","2","3","0","0","0","1","4"
"10-30-2023","The Chicago Public Education Fund","2,288","1","0","144","139","0","96","5","1","0","0","0","4","0","3.47%","2","2","0","2","2","0","0","0","0","0","2"
"10-31-2023","The Chicago Public Education Fund","2,288","0","0","76","74","0","44","2","1","0","0","0","1","0","2.63%","1","1","0","1","1","0","0","0","0","1","0"
"11-01-2023","The Chicago Public Education Fund","2,288","0","1","209","201","0","152","9","2","0","1","4","2","0","4.31%","6","2","4","6","2","4","0","0","0","0","6"
"11-02-2023","The Chicago Public Education Fund","2,288","0","0","103","98","0","74","2","0","0","0","0","2","0","1.94%","3","3","0","3","3","0","0","0","0","1","2"
"11-03-2023","The Chicago Public Education Fund","2,288","0","0","55","52","0","28","4","1","0","0","1","2","0","7.27%","1","0","1","1","0","1","0","0","0","0","1"
"11-04-2023","The Chicago Public Education Fund","2,288","0","0","28","28","0","27","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"11-05-2023","The Chicago Public Education Fund","2,288","0","0","19","19","0","19","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-06-2023","The Chicago Public Education Fund","2,289","1","1","80","76","0","51","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","1","0"
"11-07-2023","The Chicago Public Education Fund","2,289","0","0","79","74","0","66","3","2","0","0","1","0","0","3.8%","0","0","0","0","0","0","0","0","0","0","0"
"11-08-2023","The Chicago Public Education Fund","2,289","0","1","131","128","0","115","9","6","0","2","0","1","0","6.87%","1","0","1","1","0","1","0","0","0","0","1"
"11-09-2023","The Chicago Public Education Fund","2,289","0","0","80","79","0","73","4","2","0","0","1","1","0","5%","2","0","2","2","0","2","0","0","0","1","1"
"11-10-2023","The Chicago Public Education Fund","2,289","0","0","32","31","0","29","2","2","0","0","0","0","0","6.25%","0","0","0","0","0","0","0","0","0","0","0"
"11-11-2023","The Chicago Public Education Fund","2,289","0","0","89","86","0","34","1","0","0","0","0","1","0","1.12%","2","2","0","2","2","0","0","0","0","1","1"
"11-12-2023","The Chicago Public Education Fund","2,289","0","0","44","39","0","27","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"11-13-2023","The Chicago Public Education Fund","2,289","0","0","25","22","0","19","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"11-14-2023","The Chicago Public Education Fund","2,289","0","0","21","21","0","16","2","2","0","0","0","0","0","9.52%","0","0","0","0","0","0","0","0","0","0","0"
"11-15-2023","The Chicago Public Education Fund","2,289","0","0","16","14","0","14","1","0","0","0","1","0","0","6.25%","1","0","1","1","0","1","0","0","0","0","1"
"11-16-2023","The Chicago Public Education Fund","2,289","0","0","19","19","0","17","2","0","0","1","0","1","0","10.53%","4","1","3","4","1","3","0","0","0","1","3"
"11-17-2023","The Chicago Public Education Fund","2,289","0","0","33","31","0","23","0","0","0","0","0","0","0","0%","3","1","2","3","1","2","0","0","0","0","3"
"11-18-2023","The Chicago Public Education Fund","2,289","0","0","11","10","0","10","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-19-2023","The Chicago Public Education Fund","2,288","-1","0","17","16","0","13","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"11-20-2023","The Chicago Public Education Fund","2,288","0","0","66","60","0","12","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","1","1"
"11-21-2023","The Chicago Public Education Fund","2,288","0","0","12","12","0","12","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"11-22-2023","The Chicago Public Education Fund","2,289","1","1","144","132","0","127","10","1","0","0","0","9","0","6.94%","5","1","4","5","1","4","0","0","0","1","4"
"11-23-2023","The Chicago Public Education Fund","2,289","0","0","30","29","0","30","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"11-24-2023","The Chicago Public Education Fund","2,289","0","0","23","23","0","22","1","0","0","0","0","1","0","4.35%","0","0","0","0","0","0","0","0","0","0","0"
"11-25-2023","The Chicago Public Education Fund","2,289","0","0","25","25","0","25","2","1","0","0","0","1","0","8%","4","1","3","4","1","3","0","0","0","0","4"
"11-26-2023","The Chicago Public Education Fund","2,289","0","0","22","22","0","22","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-27-2023","The Chicago Public Education Fund","2,289","0","0","9","8","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"11-28-2023","The Chicago Public Education Fund","2,288","-1","0","6","6","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"11-29-2023","The Chicago Public Education Fund","2,288","0","0","13","12","0","12","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-30-2023","The Chicago Public Education Fund","2,288","0","0","17","12","0","7","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"12-01-2023","The Chicago Public Education Fund","2,288","0","0","54","49","0","11","1","1","0","0","0","0","0","1.85%","2","0","2","2","0","2","0","0","0","0","2"
"12-02-2023","The Chicago Public Education Fund","2,288","0","0","14","12","0","3","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"12-03-2023","The Chicago Public Education Fund","2,288","0","0","27","21","0","7","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"12-04-2023","The Chicago Public Education Fund","2,288","0","0","12","11","0","8","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"12-05-2023","The Chicago Public Education Fund","2,288","0","0","15","13","0","12","1","1","0","0","0","0","0","6.67%","2","1","1","2","1","1","0","0","0","0","2"
"12-06-2023","The Chicago Public Education Fund","2,288","0","0","16","16","0","15","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"12-07-2023","The Chicago Public Education Fund","2,288","0","0","19","18","0","9","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"12-08-2023","The Chicago Public Education Fund","2,288","0","0","20","14","0","14","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","1","0"
"12-09-2023","The Chicago Public Education Fund","2,288","0","0","25","21","0","11","0","0","0","0","0","0","0","0%","5","3","2","5","3","2","0","0","0","1","4"
"12-10-2023","The Chicago Public Education Fund","2,288","0","2","56","54","0","51","1","0","0","0","0","1","0","1.79%","3","1","2","3","1","2","0","0","0","2","1"
"12-11-2023","The Chicago Public Education Fund","2,288","0","0","23","22","0","21","1","1","0","0","0","0","0","4.35%","6","6","0","6","6","0","0","0","0","2","4"
